Date,Open,High,Low,Close,Adj Close,Volume
2021-08-20,26.405155,26.405155,26.405155,26.388449,26.388449,0
2021-08-23,26.432636,26.432636,26.432636,26.357185,26.357185,0
2021-08-24,26.403816,26.419230,26.403816,26.432636,26.432636,0
2021-08-25,26.416304,26.475233,26.416304,26.419230,26.419230,0
2021-08-26,26.421804,26.559975,26.421804,26.475233,26.475233,0
2021-08-27,26.626341,26.673923,26.626341,26.559975,26.559975,0
2021-08-30,26.572578,26.599751,26.572578,26.673923,26.673923,0
2021-08-31,26.585100,26.649611,26.534739,26.599751,26.599751,0
2021-09-01,26.741285,26.766163,26.741285,26.649611,26.649611,0
2021-09-02,26.710344,26.730654,26.710344,26.766163,26.766163,0
2021-09-03,26.661589,26.661589,26.644627,26.730654,26.730654,0
2021-09-06,26.632515,26.632515,26.519121,26.644627,26.644627,0
2021-09-07,26.426664,26.426664,26.426664,26.519121,26.519121,0
2021-09-08,26.493023,26.493023,26.493023,26.426664,26.426664,0
2021-09-09,26.464907,26.464907,26.464907,26.493023,26.493023,0
2021-09-10,26.472427,26.472427,26.472427,26.464907,26.464907,0
2021-09-13,26.533197,26.533197,26.424995,26.472427,26.472427,0
2021-09-14,26.353720,26.378679,26.353720,26.424995,26.424995,0
2021-09-15,26.378679,26.387621,26.378679,26.370974,26.370974,0
2021-09-16,26.407824,26.443014,26.407824,26.387621,26.387621,0
2021-09-17,26.461678,26.461678,26.430424,26.443014,26.443014,0
